location,date,total_cases,total_deaths,death_infected_rate
India,2020-11-02,8267623,123097,1.48890
India,2020-11-03,8313876,123611,1.48680
India,2020-11-04,8364086,124315,1.48630
India,2020-11-05,8411724,124985,1.48584
India,2020-11-06,8462080,125562,1.48382
India,2020-11-07,8507754,126121,1.48242
India,2020-11-08,8553657,126611,1.48020
India,2020-11-09,8591730,127059,1.47885
India,2020-11-10,8636011,127571,1.47720
India,2020-11-11,8683916,128121,1.47538
India,2020-11-12,8728795,128668,1.47406
India,2020-11-13,8773479,129188,1.47248
India,2020-11-14,8814579,129635,1.47069
India,2020-11-15,8845127,130070,1.47053
India,2020-11-16,8874290,130519,1.47075
India,2020-11-17,8912907,130993,1.46970
India,2020-11-18,8958483,131578,1.46875
India,2020-11-19,9004365,132162,1.46775
India,2020-11-20,9050597,132726,1.46649
India,2020-11-21,9095806,133227,1.46471
India,2020-11-22,9139865,133738,1.46324
India,2020-11-23,9177840,134218,1.46241
India,2020-11-24,9222216,134699,1.46059
India,2020-11-25,9266705,135223,1.45923
India,2020-11-26,9309787,135715,1.45777
India,2020-11-27,9351109,136200,1.45651
India,2020-11-28,9392919,136696,1.45531
India,2020-11-29,9431691,137139,1.45402
India,2020-11-30,9462809,137621,1.45434
India,2020-12-01,9499413,138122,1.45401
India,2020-12-02,9534964,138648,1.45410
India,2020-12-03,9571559,139188,1.45418
India,2020-12-04,9608211,139700,1.45396
India,2020-12-05,9644222,140182,1.45353
India,2020-12-06,9677203,140573,1.45262
India,2020-12-07,9703770,140958,1.45261
India,2020-12-08,9735850,141360,1.45195
India,2020-12-09,9767371,141772,1.45149
India,2020-12-10,9796744,142185,1.45135
India,2020-12-11,9826775,142628,1.45142
India,2020-12-12,9857029,143019,1.45093
India,2020-12-13,9884100,143355,1.45036
India,2020-12-14,9906165,143709,1.45070
India,2020-12-15,9932547,144096,1.45075
India,2020-12-16,9956557,144451,1.45081
India,2020-12-17,9979447,144789,1.45087
India,2020-12-18,10004599,145136,1.45069
India,2020-12-19,10031223,145477,1.45024
India,2020-12-20,10055560,145810,1.45004
India,2020-12-21,10075116,146111,1.45022
India,2020-12-22,10099066,146444,1.45007
India,2020-12-23,10123778,146756,1.44962
India,2020-12-24,10146845,147092,1.44963
India,2020-12-25,10169118,147343,1.44893
India,2020-12-26,10187850,147622,1.44900
India,2020-12-27,10207871,147901,1.44889
India,2020-12-28,10224303,148153,1.44903
India,2020-12-29,10244852,148439,1.44891
India,2020-12-30,10266674,148738,1.44875
India,2020-12-31,10286709,148994,1.44841
India,2021-01-01,10305788,149218,1.44790
India,2021-01-02,10323965,149435,1.44746
India,2021-01-03,10340469,149649,1.44722
India,2021-01-04,10356844,149850,1.44687
India,2021-01-05,10374932,150114,1.44689
India,2021-01-06,10395278,150336,1.44620
India,2021-01-07,10413417,150570,1.44592
India,2021-01-08,10413417,150570,1.44592
India,2021-01-09,10450284,150999,1.44493
India,2021-01-10,10466595,151160,1.44421
India,2021-01-11,10479179,151327,1.44407
India,2021-01-12,10495147,151529,1.44380
India,2021-01-13,10512093,151727,1.44336
India,2021-01-14,10527683,151918,1.44303
India,2021-01-15,10542841,152093,1.44262
India,2021-01-16,10557985,152274,1.44226
India,2021-01-17,10571773,152419,1.44175
India,2021-01-18,10581823,152556,1.44168
India,2021-01-19,10595639,152718,1.44133
India,2021-01-20,10610883,152869,1.44068
India,2021-01-21,10625428,153032,1.44024
India,2021-01-22,10639684,153184,1.43974
India,2021-01-23,10654533,153339,1.43919
India,2021-01-24,10667736,153470,1.43864
India,2021-01-25,10676838,153587,1.43851
India,2021-01-26,10689527,153724,1.43808
India,2021-01-27,10701193,153847,1.43766
India,2021-01-28,10720048,154010,1.43665
India,2021-01-29,10733130,154147,1.43618
India,2021-01-30,10746174,154274,1.43562
India,2021-01-31,10757610,154392,1.43519
India,2021-02-01,10766245,154486,1.43491
India,2021-02-02,10777284,154596,1.43446
India,2021-02-03,10790183,154703,1.43374
India,2021-02-04,10802591,154823,1.43320
India,2021-02-05,10814304,154918,1.43253
India,2021-02-06,10826363,154996,1.43165
India,2021-02-07,10838194,155080,1.43087
India,2021-02-08,10847304,155158,1.43038
India,2021-02-09,10858371,155252,1.42979
India,2021-02-10,10871294,155360,1.42908
India,2021-02-11,10880603,155447,1.42866
India,2021-02-12,10892746,155550,1.42801
India,2021-02-13,10904940,155642,1.42726
India,2021-02-14,10916589,155732,1.42656
India,2021-02-15,10925710,155813,1.42611
India,2021-02-16,10937320,155913,1.42551
India,2021-02-17,10950201,156014,1.42476
India,2021-02-18,10963394,156111,1.42393
India,2021-02-19,10977387,156212,1.42303
India,2021-02-20,10991651,156302,1.42201
India,2021-02-21,11005850,156385,1.42093
India,2021-02-22,11016434,156463,1.42027
India,2021-02-23,11030176,156567,1.41944
India,2021-02-24,11046914,156705,1.41854
India,2021-02-25,11063491,156825,1.41750
India,2021-02-26,11079979,156938,1.41641
India,2021-02-27,11096731,157051,1.41529
India,2021-02-28,11112241,157157,1.41427
India,2021-03-01,11124527,157248,1.41353
India,2021-03-02,11139516,157346,1.41250
India,2021-03-03,11156923,157435,1.41110
India,2021-03-04,11173761,157548,1.40998
India,2021-03-05,11192045,157656,1.40864
India,2021-03-06,11210799,157756,1.40718
India,2021-03-07,11229398,157853,1.40571
India,2021-03-08,11244786,157930,1.40447
India,2021-03-09,11262707,158063,1.40342
India,2021-03-10,11285561,158189,1.40169
India,2021-03-11,11308846,158306,1.39984
India,2021-03-12,11333728,158446,1.39800
India,2021-03-13,11359048,158607,1.39631
India,2021-03-14,11385339,158725,1.39412
India,2021-03-15,11409831,158856,1.39227
India,2021-03-16,11438734,159044,1.39040
India,2021-03-17,11474605,159216,1.38755
India,2021-03-18,11514331,159370,1.38410
India,2021-03-19,11555284,159558,1.38082
India,2021-03-20,11599130,159755,1.37730
India,2021-03-21,11646081,159967,1.37357
India,2021-03-22,11686796,160166,1.37049
India,2021-03-23,11734058,160441,1.36731
India,2021-03-24,11787534,160692,1.36324
India,2021-03-25,11846652,160949,1.35860
India,2021-03-26,11908910,161240,1.35394
India,2021-03-27,11971624,161552,1.34946
India,2021-03-28,12039644,161843,1.34425
India,2021-03-29,12095855,162114,1.34024
India,2021-03-30,12149335,162468,1.33726
India,2021-03-31,12221665,162927,1.33310
India,2021-04-01,12303131,163396,1.32808
India,2021-04-02,12392260,164110,1.32429
India,2021-04-03,12485509,164623,1.31851
India,2021-04-04,12589067,165101,1.31146
India,2021-04-05,12686049,165547,1.30495
India,2021-04-06,12801785,166177,1.29808
India,2021-04-07,12928574,166862,1.29065
India,2021-04-08,13060542,167642,1.28358
India,2021-04-09,13205926,168436,1.27546
India,2021-04-10,13358805,169275,1.26714
India,2021-04-11,13527717,170179,1.25800
India,2021-04-12,13689453,171058,1.24956
India,2021-04-13,13873825,172085,1.24036
India,2021-04-14,14074564,173123,1.23004
India,2021-04-15,14291917,174308,1.21963
India,2021-04-16,14526609,175649,1.20915
India,2021-04-17,14788003,177150,1.19793
India,2021-04-18,15061805,178769,1.18690
India,2021-04-19,15320972,180530,1.17832
India,2021-04-20,15616130,182553,1.16900
India,2021-04-21,15930774,184657,1.15912
India,2021-04-22,16263695,186920,1.14931
India,2021-04-23,16610481,189544,1.14111
India,2021-04-24,16960172,192311,1.13390
India,2021-04-25,17313163,195123,1.12702
India,2021-04-26,17636186,197894,1.12209
India,2021-04-27,17997113,201187,1.11788
India,2021-04-28,18376421,204832,1.11465
India,2021-04-29,18762976,208330,1.11032
India,2021-04-30,19164969,211853,1.10542
India,2021-05-01,19557457,215542,1.10210
India,2021-05-02,19925517,218959,1.09889
India,2021-05-03,20282833,222408,1.09653
India,2021-05-04,20664979,226188,1.09455
India,2021-05-05,21077410,230168,1.09201
India,2021-05-06,21491598,234083,1.08918
India,2021-05-07,21892676,238270,1.08835
India,2021-05-08,22296081,242347,1.08695
India,2021-05-09,22662575,246116,1.08600
India,2021-05-10,22992517,249992,1.08728
India,2021-05-11,23340938,254197,1.08906
India,2021-05-12,23703665,258317,1.08978
India,2021-05-13,24046809,262317,1.09086
India,2021-05-14,24372907,266207,1.09223
India,2021-05-15,24684077,270284,1.09497
India,2021-05-16,24965463,274390,1.09908
India,2021-05-17,25228996,278719,1.10476
India,2021-05-18,25496330,283248,1.11094
India,2021-05-19,25772440,287122,1.11407
India,2021-05-20,26031991,291331,1.11913
India,2021-05-21,26289290,295525,1.12413
India,2021-05-22,26530132,299266,1.12802
India,2021-05-23,26752447,303720,1.13530
India,2021-05-24,26948874,307231,1.14005
India,2021-05-25,27157795,311388,1.14659
India,2021-05-26,27369093,315235,1.15179
India,2021-05-27,27555457,318895,1.15728
India,2021-05-28,27729247,322512,1.16308
India,2021-05-29,27894800,325972,1.16858
India,2021-05-30,28047534,329100,1.17337
India,2021-05-31,28175044,331895,1.17798
India,2021-06-01,28307832,335102,1.18378
India,2021-06-02,28441986,337989,1.18835
India,2021-06-03,28574350,340702,1.19234
India,2021-06-04,28694879,344082,1.19911
India,2021-06-05,28809339,346759,1.20363
India,2021-06-06,28909975,349186,1.20784
India,2021-06-07,28996473,351309,1.21156
India,2021-06-08,29089069,353528,1.21533
India,2021-06-09,29182532,355705,1.21890
India,2021-06-10,29274823,363079,1.24024
India,2021-06-11,29359155,367081,1.25031
India,2021-06-12,29439989,370384,1.25810
India,2021-06-13,29510410,374305,1.26838
India,2021-06-14,29570881,377031,1.27501
India,2021-06-15,29633105,379573,1.28091
India,2021-06-16,29700313,381903,1.28586
India,2021-06-17,29762793,383490,1.28849
India,2021-06-18,29823546,385137,1.29139
India,2021-06-19,29881772,386708,1.29413
India,2021-06-20,29935221,388135,1.29658
India,2021-06-21,29977861,389302,1.29863
India,2021-06-22,30028709,390660,1.30096
India,2021-06-23,30082778,391981,1.30301
India,2021-06-24,30134445,393310,1.30518
India,2021-06-25,30183143,394493,1.30700
India,2021-06-26,30233183,395751,1.30900
India,2021-06-27,30279331,396730,1.31023
India,2021-06-28,30316897,397637,1.31160
India,2021-06-29,30362848,398454,1.31231
India,2021-06-30,30411634,399459,1.31351
India,2021-07-01,30458251,400312,1.31430
India,2021-07-02,30502362,401050,1.31482
India,2021-07-03,30545433,402005,1.31609
India,2021-07-04,30585229,402728,1.31674
India,2021-07-05,30619932,403281,1.31705
India,2021-07-06,30663665,404211,1.31821
India,2021-07-07,30709557,405028,1.31890
India,2021-07-08,30752950,405939,1.32000
India,2021-07-09,30795716,407145,1.32208
India,2021-07-10,30837222,408040,1.32321
India,2021-07-11,30874376,408764,1.32396
India,2021-07-12,30907282,410784,1.32908
India,2021-07-13,30946147,411406,1.32943
India,2021-07-14,30987880,411989,1.32952
India,2021-07-15,31026829,412531,1.32959
India,2021-07-16,31064908,413091,1.32977
India,2021-07-17,31106065,413609,1.32967
India,2021-07-18,31144229,414108,1.32965
India,2021-07-19,31174322,414482,1.32956
India,2021-07-20,31216337,418480,1.34058
India,2021-07-21,31257720,418987,1.34043
India,2021-07-22,31293062,419470,1.34046
India,2021-07-23,31332159,420016,1.34053
India,2021-07-24,31371901,420551,1.34053
India,2021-07-25,31411262,420967,1.34018
India,2021-07-26,31440951,421382,1.34023
India,2021-07-27,31484605,422022,1.34041
India,2021-07-28,31528114,422662,1.34059
India,2021-07-29,31572344,423217,1.34047
India,2021-07-30,31613993,423810,1.34058
India,2021-07-31,31655824,424351,1.34051
India,2021-08-01,31695958,424773,1.34015
India,2021-08-02,31726507,425195,1.34019
India,2021-08-03,31769132,425757,1.34016
India,2021-08-04,31812114,426290,1.34002
India,2021-08-05,31856757,426754,1.33960
India,2021-08-06,31895385,427371,1.33991
India,2021-08-07,31934455,427862,1.33981
India,2021-08-08,31969954,428309,1.33972
India,2021-08-09,31998158,428682,1.33971
India,2021-08-10,32036511,429179,1.33966
India,2021-08-11,32077706,429669,1.33946
India,2021-08-12,32117826,430254,1.33961
India,2021-08-13,32156493,430732,1.33949
India,2021-08-14,32192576,431225,1.33952
India,2021-08-15,32225513,431642,1.33944
India,2021-08-16,32250679,432079,1.33975
India,2021-08-17,32285857,432519,1.33965
India,2021-08-18,32322258,433049,1.33979
India,2021-08-19,32358829,433589,1.33994
India,2021-08-20,32393286,433964,1.33967
India,2021-08-21,32424234,434367,1.33964
India,2021-08-22,32449306,434756,1.33980
India,2021-08-23,32474773,435110,1.33984
India,2021-08-24,32512366,435758,1.34028
India,2021-08-25,32558530,436365,1.34025
India,2021-08-26,32603188,436861,1.33993
India,2021-08-27,32649947,437370,1.33957
India,2021-08-28,32695030,437830,1.33913
India,2021-08-29,32737939,438210,1.33854
India,2021-08-30,32768880,438560,1.33834
India,2021-08-31,32810845,439020,1.33803
India,2021-09-01,32857937,439529,1.33766
India,2021-09-02,32903289,439895,1.33693
India,2021-09-03,32945907,440225,1.33621
India,2021-09-04,32988673,440533,1.33541
India,2021-09-05,33027621,440752,1.33450
India,2021-09-06,33058843,441042,1.33411
India,2021-09-07,33096718,441411,1.33370
India,2021-09-08,33139981,441749,1.33298
India,2021-09-09,33174954,442009,1.33236
India,2021-09-10,33208330,442317,1.33195
India,2021-09-11,33236921,442655,1.33182
India,2021-09-12,33264175,442874,1.33138
India,2021-09-13,33289579,443213,1.33139
India,2021-09-14,33316755,443497,1.33115
India,2021-09-15,33347325,443928,1.33123
India,2021-09-16,33381728,444248,1.33081
India,2021-09-17,33417390,444529,1.33023
India,2021-09-18,33448163,444838,1.32993
India,2021-09-19,33478419,445133,1.32961
India,2021-09-20,33504534,445385,1.32933
India,2021-09-21,33531498,445768,1.32940
India,2021-09-22,33563421,446050,1.32898
India,2021-09-23,33594803,446368,1.32868
India,2021-09-24,33624419,446658,1.32837
India,2021-09-25,33652745,446918,1.32803
India,2021-09-26,33678786,447194,1.32782
India,2021-09-27,33697581,447373,1.32761
India,2021-09-28,33716451,447751,1.32799
India,2021-09-29,33739980,448062,1.32799
India,2021-09-30,33766707,448339,1.32775
India,2021-10-01,33791061,448573,1.32749
India,2021-10-02,33813903,448817,1.32731
India,2021-10-03,33834702,448997,1.32703
India,2021-10-04,33853048,449260,1.32709
India,2021-10-05,33871881,449538,1.32717
India,2021-10-06,33894312,449856,1.32723
India,2021-10-07,33915569,450127,1.32720
India,2021-10-08,33935309,450375,1.32716
India,2021-10-09,33953475,450589,1.32708
India,2021-10-10,33971607,450782,1.32694
India,2021-10-11,33985920,450963,1.32691
India,2021-10-12,34001743,451189,1.32696
India,2021-10-13,34020730,451435,1.32694
India,2021-10-14,34037592,451814,1.32740
India,2021-10-15,34053573,451980,1.32726
India,2021-10-16,34067719,452124,1.32713
India,2021-10-17,34081315,452290,1.32709
India,2021-10-18,34094373,452454,1.32706
India,2021-10-19,34108996,452651,1.32707
India,2021-10-20,34127450,452811,1.32682
India,2021-10-21,34143236,453042,1.32689
India,2021-10-22,34159562,453708,1.32820
India,2021-10-23,34175468,454269,1.32923
India,2021-10-24,34189774,454712,1.32996
India,2021-10-25,34202202,455068,1.33052
India,2021-10-26,34215653,455653,1.33171
India,2021-10-27,34231809,456386,1.33322
India,2021-10-28,34246157,457191,1.33501
India,2021-10-29,34260470,457740,1.33606
India,2021-10-30,34273300,458186,1.33686
India,2021-10-31,34285814,458437,1.33710
India,2021-11-01,34296237,458880,1.33799
India,2021-11-02,34308140,459191,1.33843
India,2021-11-03,34321025,459652,1.33927
India,2021-11-04,34333754,459873,1.33942
India,2021-11-05,34344683,460265,1.34013
India,2021-11-06,34355509,460791,1.34124
India,2021-11-07,34366987,461057,1.34157
India,2021-11-08,34377113,461389,1.34214
India,2021-11-09,34388579,461849,1.34303
India,2021-11-10,34401670,462189,1.34351
India,2021-11-11,34414186,462690,1.34447
India,2021-11-12,34426036,463245,1.34562
India,2021-11-13,34437307,463530,1.34601
India,2021-11-14,34447536,463655,1.34597
India,2021-11-15,34456401,463852,1.34620
India,2021-11-16,34466598,464153,1.34667
India,2021-11-17,34478517,464623,1.34757
India,2021-11-18,34489623,465082,1.34847
India,2021-11-19,34499925,465349,1.34884
India,2021-11-20,34510413,465662,1.34934
India,2021-11-21,34518901,465911,1.34973
India,2021-11-22,34526480,466147,1.35011
India,2021-11-23,34535763,466584,1.35102
India,2021-11-24,34544882,466980,1.35181
India,2021-11-25,34555431,467468,1.35281
India,2021-11-26,34563749,467933,1.35383
India,2021-11-27,34572523,468554,1.35528
India,2021-11-28,34580832,468790,1.35564
India,2021-11-29,34587822,468980,1.35591
India,2021-11-30,34596776,469247,1.35633
India,2021-12-01,34606541,469724,1.35733
India,2021-12-02,34615757,470115,1.35810
India,2021-12-03,34624360,470530,1.35896
India,2021-12-04,34624360,470530,1.35896
India,2021-12-05,34641561,473537,1.36696
India,2021-12-06,34648383,473757,1.36733
India,2021-12-07,34656822,473952,1.36756
India,2021-12-08,34666241,474111,1.36764
India,2021-12-09,34674643,474479,1.36837
India,2021-12-10,34682633,474872,1.36919
India,2021-12-11,34690510,475434,1.37050
India,2021-12-12,34697860,475636,1.37079
India,2021-12-13,34703644,475888,1.37129
India,2021-12-14,34710628,476135,1.37173
India,2021-12-15,34718602,476478,1.37240
India,2021-12-16,34726049,476869,1.37323
India,2021-12-17,34726049,476869,1.37323
India,2021-12-18,34733194,477158,1.37378
India,2021-12-19,34746838,477554,1.37438
India,2021-12-20,34752164,478007,1.37547
India,2021-12-21,34758481,478325,1.37614
India,2021-12-22,34765976,478759,1.37709
India,2021-12-23,34772626,479133,1.37790
India,2021-12-24,34779815,479520,1.37873
India,2021-12-25,34786802,479682,1.37892
India,2021-12-26,34793333,479997,1.37957
India,2021-12-27,34799691,480290,1.38016
India,2021-12-28,34808886,480592,1.38066
India,2021-12-29,34822040,480860,1.38091
India,2021-12-30,34838804,481080,1.38087
India,2021-12-31,34861579,481486,1.38114
India,2022-01-01,34889132,481770,1.38086
India,2022-01-02,34922882,481893,1.37988
India,2022-01-03,34960261,482017,1.37876
India,2022-01-04,35018358,482551,1.37799
India,2022-01-05,35109286,482876,1.37535
India,2022-01-06,35226386,483178,1.37164
India,2022-01-07,35368372,483463,1.36694
India,2022-01-08,35528004,483790,1.36171
India,2022-01-09,35707727,483936,1.35527
India,2022-01-10,35875790,484213,1.34969
India,2022-01-11,36070510,484655,1.34363
India,2022-01-12,36317927,485035,1.33553
India,2022-01-13,36582129,485446,1.32700
India,2022-01-14,36850962,485752,1.31815
India,2022-01-15,37122164,486066,1.30937
India,2022-01-16,37380253,486451,1.30136
India,2022-01-17,37618271,486761,1.29395
India,2022-01-18,37901241,487202,1.28545
India,2022-01-19,38218773,487693,1.27606
India,2022-01-20,38566027,488396,1.26639
India,2022-01-21,38903731,488884,1.25665
India,2022-01-22,39237264,489409,1.24731
India,2022-01-23,39543328,489848,1.23876
India,2022-01-24,39799202,490462,1.23234
India,2022-01-25,40085116,491127,1.22521
India,2022-01-26,40371500,491700,1.21794
India,2022-01-27,40622709,492327,1.21195
India,2022-01-28,40858241,493198,1.20710
India,2022-01-29,41092522,494091,1.20239
India,2022-01-30,41302440,495050,1.19860
India,2022-01-31,41469499,496242,1.19664
India,2022-02-01,41630885,497975,1.19617
India,2022-02-02,41803318,498983,1.19364
India,2022-02-03,41952712,500055,1.19195
India,2022-02-04,42080664,501114,1.19084
India,2022-02-05,42188138,501979,1.18986
India,2022-02-06,42272014,502874,1.18961
India,2022-02-07,42339611,504062,1.19052
India,2022-02-08,42410976,505279,1.19139
India,2022-02-09,42478060,506520,1.19243
India,2022-02-10,42536137,507177,1.19234
India,2022-02-11,42586544,507981,1.19282
India,2022-02-12,42631421,508665,1.19317
India,2022-02-13,42665534,509011,1.19303
India,2022-02-14,42692943,509358,1.19307
India,2022-02-15,42723558,509872,1.19342
India,2022-02-16,42754315,510413,1.19383
India,2022-02-17,42780235,510905,1.19425
India,2022-02-18,42802505,511230,1.19439
India,2022-02-19,42822473,511903,1.19541
India,2022-02-20,42838524,512109,1.19544
India,2022-02-21,42851929,512344,1.19561
India,2022-02-22,42867031,512622,1.19584
India,2022-02-23,42881179,512924,1.19615
India,2022-02-24,42894345,513226,1.19649
India,2022-02-25,42905844,513481,1.19676
India,2022-02-26,42916117,513724,1.19704
India,2022-02-27,42924130,513843,1.19710
India,2022-02-28,42931045,514023,1.19732
India,2022-03-01,42938599,514246,1.19763
India,2022-03-02,42945160,514388,1.19778
India,2022-03-03,42951556,514589,1.19807
India,2022-03-04,42957477,514878,1.19858
India,2022-03-05,42962953,515036,1.19879
India,2022-03-06,42967315,515102,1.19882
India,2022-03-07,42971308,515210,1.19896
India,2022-03-08,42975883,515355,1.19917
India,2022-03-09,42980067,515459,1.19930
India,2022-03-10,42984261,515714,1.19977
India,2022-03-11,42987875,515803,1.19988
India,2022-03-12,42990991,515850,1.19990
India,2022-03-13,42993494,515877,1.19990
India,2022-03-14,42996062,515974,1.20005
India,2022-03-15,42998938,516072,1.20020
India,2022-03-16,43001477,516132,1.20027
India,2022-03-17,43004005,516281,1.20054
India,2022-03-18,43006080,516352,1.20065
India,2022-03-19,43007841,516479,1.20089
India,2022-03-20,43009390,516510,1.20092
India,2022-03-21,43010971,516543,1.20096
India,2022-03-22,43012749,516605,1.20105
India,2022-03-23,43014687,516672,1.20115
India,2022-03-24,43016372,516755,1.20130
India,2022-03-25,43018032,520855,1.21078
India,2022-03-26,43019453,521004,1.21109
India,2022-03-27,43020723,521035,1.21113
India,2022-03-28,43021982,521070,1.21117
India,2022-03-29,43023215,521101,1.21121
India,2022-03-30,43024440,521129,1.21124
India,2022-03-31,43025775,521181,1.21132
India,2022-04-01,43027035,521264,1.21148
India,2022-04-02,43028131,521345,1.21164
India,2022-04-03,43029044,521358,1.21164
India,2022-04-04,43029839,521416,1.21175
India,2022-04-05,43030925,521487,1.21189
India,2022-04-06,43031958,521530,1.21196
India,2022-04-07,43033067,521573,1.21203
India,2022-04-08,43034217,521656,1.21219
India,2022-04-09,43035271,521685,1.21223
India,2022-04-10,43036132,521691,1.21222
India,2022-04-11,43036928,521710,1.21224
India,2022-04-12,43038016,521736,1.21227
India,2022-04-13,43039023,521737,1.21224
India,2022-04-14,43039972,521743,1.21223
India,2022-04-15,43040947,521747,1.21221
India,2022-04-16,43042097,521751,1.21219
India,2022-04-17,43044280,521965,1.21262
India,2022-04-18,43045527,521966,1.21259
India,2022-04-19,43047594,522006,1.21263
India,2022-04-20,43049974,522062,1.21269
India,2022-04-21,43052425,522116,1.21274
India,2022-04-22,43054952,522149,1.21275
India,2022-04-23,43057545,522193,1.21278
India,2022-04-24,43060086,522223,1.21278
India,2022-04-25,43060097,522223,1.21278
India,2022-04-26,43065496,523654,1.21595
India,2022-04-27,43068799,523693,1.21595
India,2022-04-28,43072176,523753,1.21599
India,2022-04-29,43075864,523803,1.21600
India,2022-04-30,43079188,523843,1.21600
India,2022-05-01,43082345,523869,1.21597
India,2022-05-02,43084913,523889,1.21595
India,2022-05-03,43088118,523920,1.21593
India,2022-05-04,43091393,523975,1.21596
India,2022-05-05,43094938,524002,1.21592
India,2022-05-06,43098743,524024,1.21587
India,2022-05-07,43102194,524064,1.21586
India,2022-05-08,43105401,524093,1.21584
India,2022-05-09,43107689,524103,1.21580
India,2022-05-10,43110586,524157,1.21584
India,2022-05-11,43113413,524181,1.21582
India,2022-05-12,43116254,524190,1.21576
India,2022-05-13,43119112,524201,1.21570
India,2022-05-14,43121599,524214,1.21566
India,2022-05-15,43123801,524241,1.21567
India,2022-05-16,43125370,524260,1.21566
India,2022-05-17,43127199,524293,1.21569
India,2022-05-18,43129563,524303,1.21565
India,2022-05-19,43131822,524323,1.21563
India,2022-05-20,43134145,524348,1.21562
India,2022-05-21,43136371,524413,1.21571
India,2022-05-22,43138393,524459,1.21576
India,2022-05-23,43140068,524490,1.21578
India,2022-05-24,43142192,524507,1.21576
India,2022-05-25,43144820,524525,1.21573
India,2022-05-26,43147530,524539,1.21569
India,2022-05-27,43150215,524572,1.21569
India,2022-05-28,43153043,524586,1.21564
India,2022-05-29,43155749,524611,1.21562
India,2022-05-30,43158087,524630,1.21560
India,2022-05-31,43160832,524636,1.21554
India,2022-06-01,43164544,524641,1.21544
India,2022-06-02,43168585,524651,1.21535
India,2022-06-03,43172547,524677,1.21530
India,2022-06-04,43176817,524692,1.21522
India,2022-06-05,43181335,524701,1.21511
India,2022-06-06,43185049,524708,1.21502
India,2022-06-07,43190282,524715,1.21489
India,2022-06-08,43197522,524723,1.21471
India,2022-06-09,43205106,524747,1.21455
India,2022-06-10,43213435,524757,1.21434
India,2022-06-11,43222017,524761,1.21411
India,2022-06-12,43230101,524771,1.21390
India,2022-06-13,43236695,524777,1.21373
India,2022-06-14,43245517,524792,1.21352
India,2022-06-15,43257730,524803,1.21320
India,2022-06-16,43270577,524817,1.21287
India,2022-06-17,43283793,524840,1.21256
India,2022-06-18,43296692,524855,1.21223
India,2022-06-19,43309473,524873,1.21191
India,2022-06-20,43319396,524890,1.21167
India,2022-06-21,43331645,524903,1.21136
India,2022-06-22,43344958,524941,1.21108
India,2022-06-23,43362294,524954,1.21062
India,2022-06-24,43378234,524974,1.21022
India,2022-06-25,43389973,524999,1.20995
India,2022-06-26,43407046,525020,1.20953
India,2022-06-27,43418839,525047,1.20926
India,2022-06-28,43433345,525077,1.20893
India,2022-06-29,43452164,525116,1.20849
India,2022-06-30,43469234,525139,1.20807
India,2022-07-01,43486326,525168,1.20766
India,2022-07-02,43502429,525199,1.20729
India,2022-07-03,43518564,525223,1.20689
India,2022-07-04,43531650,525242,1.20657
India,2022-07-05,43547809,525270,1.20619
India,2022-07-06,43566739,525305,1.20575
India,2022-07-07,43585554,525343,1.20531
India,2022-07-08,43604394,525386,1.20489
India,2022-07-09,43622651,525428,1.20448
India,2022-07-10,43639329,525454,1.20408
India,2022-07-11,43652944,525474,1.20375
India,2022-07-12,43669850,525519,1.20339
India,2022-07-13,43689989,525557,1.20292
India,2022-07-14,43710027,525604,1.20248
India,2022-07-15,43730071,525660,1.20206
India,2022-07-16,43750599,525709,1.20160
India,2022-07-17,43767534,525760,1.20126
India,2022-07-18,43783062,525785,1.20089
India,2022-07-19,43801678,525821,1.20046
India,2022-07-20,43824728,525866,1.19993
India,2022-07-21,43847065,525930,1.19946
India,2022-07-22,43868476,525997,1.19903
India,2022-07-23,43888755,526033,1.19856
India,2022-07-24,43905621,526074,1.19819
India,2022-07-25,43920451,526110,1.19787
India,2022-07-26,43938764,526167,1.19750
India,2022-07-27,43959321,526212,1.19704
India,2022-07-28,43979730,526258,1.19659
India,2022-07-29,44000138,526312,1.19616
India,2022-07-30,44019811,526357,1.19573
India,2022-07-31,44036275,526396,1.19537
India,2022-08-01,44050009,526430,1.19507
India,2022-08-02,44067144,526477,1.19472
India,2022-08-03,44087037,526530,1.19430
India,2022-08-04,44107588,526600,1.19390
India,2022-08-05,44126994,526649,1.19348
India,2022-08-06,44145709,526689,1.19307
India,2022-08-07,44145709,526689,1.19307
India,2022-08-08,44174650,526772,1.19248
India,2022-08-09,44190697,526826,1.19216
India,2022-08-10,44206996,526879,1.19185
India,2022-08-11,44223557,526928,1.19151
India,2022-08-12,44239372,526996,1.19124
India,2022-08-13,44253464,527037,1.19095
India,2022-08-14,44268381,527069,1.19062
India,2022-08-15,44277711,527098,1.19044
India,2022-08-16,44286256,527134,1.19029
India,2022-08-17,44298864,527206,1.19011
India,2022-08-18,44314618,527253,1.18979
India,2022-08-19,44327890,527289,1.18952
India,2022-08-20,44339429,527332,1.18931
India,2022-08-21,44348960,527368,1.18913
India,2022-08-22,44357546,527416,1.18901
India,2022-08-23,44368195,527452,1.18881
India,2022-08-24,44378920,527488,1.18860
India,2022-08-25,44389176,527556,1.18848
India,2022-08-26,44398696,527597,1.18832
India,2022-08-27,44408132,527754,1.18842
India,2022-08-28,44415723,527799,1.18832
